id,prefecture_id,name,yomi
189,2,青森市,アオモリシ
190,2,弘前市,ヒロサキシ
191,2,八戸市,ハチノヘシ
192,2,黒石市,クロイシシ
193,2,五所川原市,ゴショガワラシ
194,2,十和田市,トワダシ
195,2,三沢市,ミサワシ
196,2,むつ市,ムツシ
197,2,つがる市,ツガルシ
198,2,平川市,ヒラカワシ
